-12.46322,130.84618,24.7
-12.46247,130.84592,24.8
-12.46178,130.84624,20.7
-12.46088,130.84675,18.1
-12.46014,130.84694,16.7
-12.45941,130.84699,16.2
-12.45868,130.84692,13.299999999999999
-12.45792,130.84671,10.8
-12.45699,130.84626,10.3
-12.45622,130.84596,9.6
-12.45527,130.8459,8.6
-12.45453,130.84606,9.5
-12.45379,130.8464,9.1
-12.4531,130.84691,8.6
-12.4524,130.84748,10.200000000000001
-12.45162,130.8479,13.700000000000001
-12.45087,130.8482,13.799999999999999
-12.45014,130.84838,10.200000000000001
-12.44917,130.848615,8.4
-12.44833,130.84883,8.6
-12.447315,130.849035,10.8
-12.44637,130.84915,11.700000000000001
-12.44543,130.84916,12.7
-12.44461,130.84912,12.9
-12.443795,130.849065,13.0
-12.44298,130.84901,14.8
-12.44215,130.849,13.2
-12.44108,130.84912,7.6
-12.44017,130.84932,5.3
-12.43935,130.84963,7.1000000000000005
-12.43844,130.8501,9.299999999999999
-12.43761,130.85065,12.5
-12.43701,130.85118,17.9
-12.43605,130.85229,23.900000000000002
-12.43559,130.85299,23.900000000000002
-12.43511,130.85396,22.9
-12.434845,130.85465,22.1
-12.43458,130.85534,20.0
-12.434195,130.85635,19.2
-12.43388,130.85716,17.9
-12.43362,130.8579,17.5
-12.43326,130.85882,16.8
-12.43296,130.85958,12.3
-12.43263,130.86078,7.0
-12.4325,130.86159,6.8999999999999995
-12.43244,130.86251,6.0
-12.43244,130.863345,6.0
-12.432437,130.864653,5.5
-12.432433,130.865467,6.7
-12.43243,130.86628,7.8
-12.432435,130.867692,9.1
-12.432425,130.869118,13.0
-12.432415,130.87041,13.899999999999999
-12.43241,130.87151,17.9
-12.43242,130.87262,19.0
-12.43242,130.8735,18.8
-12.4324,130.87442,21.4
-12.432395,130.87559,23.400000000000002
-12.43239,130.87642,24.6
-12.4324,130.87785,25.0
-12.432395,130.87863,25.0
-12.43239,130.87941,23.099999999999998
-12.432385,130.88019,20.8
-12.43238,130.88097,18.599999999999998
-12.432373,130.881873,17.6
-12.432367,130.882777,18.0
-12.43236,130.88368,16.1
-12.432356,130.88455,15.6
-12.432351,130.88542,15.2
-12.432347,130.88629,16.1
-12.432343,130.88716,17.1
-12.432339,130.88803,16.7
-12.432334,130.8889,17.1
-12.43233,130.88977,19.3
-12.43234,130.89057,20.400000000000002
-12.43241,130.89133,21.3
-12.43254,130.89211,23.599999999999998
-12.4328,130.89315,26.4
-12.4331,130.8941,28.299999999999997
-12.43353,130.89506,28.0
-12.43404,130.89596,22.0
-12.4345,130.89667,17.9
-12.43496,130.89729,16.299999999999997
-12.435437,130.897873,13.799999999999999
-12.435913,130.898457,11.9
-12.43639,130.89904,12.0
-12.43689,130.89974,14.0
-12.43741,130.90049,17.7
-12.43791,130.90134,23.8
-12.4383,130.90206,29.2
-12.43863,130.90284,31.3
-12.43887,130.90358,32.9
-12.43912,130.90447,35.4
-12.43929,130.90538,37.1
-12.43947,130.90644,36.6
-12.43966,130.90753,36.6
-12.439815,130.908345,34.5
-12.43997,130.90916,33.0
-12.44027,130.91018,33.2
-12.44064,130.91117,29.6
-12.44102,130.91195,24.6
-12.44151,130.91287,18.599999999999998
-12.44205,130.91365,15.299999999999999
-12.44264,130.91444,14.1
-12.4433,130.91529,14.200000000000001
-12.4438,130.91594,12.9
-12.44431,130.91653,13.0
-12.44501,130.91715,13.899999999999999
-12.44579,130.91765,15.299999999999999
-12.44657,130.91809,15.8
-12.44721,130.91849,16.7
-12.44816,130.91908,17.3
-12.44872,130.91956,18.5
-12.44921,130.92016,17.6
-12.44957,130.92085,14.7
-12.4498,130.92163,13.5
-12.44993,130.92245,13.5
-12.44991,130.92341,14.0
-12.449905,130.924355,14.9
-12.44992,130.925425,17.0
-12.44994,130.92644,18.700000000000003
-12.45005,130.92728,20.0
-12.45038,130.928485,21.2
-12.4507,130.92948,21.9
-12.451055,130.93058,24.0
-12.45152,130.93203,29.0
-12.45177,130.93282,29.4
